CASE COUNT,CASE COUNT_7 DA,DEATH COUNT_7 DA,HOSPITALIZED COUNT,DEATH COUNT,BOROUGH,HOSPITALIZED COUNT_7 DA,date_of_interest
475,381,1,0,1,Bronx,16,6/28/2022
489,380,1,6,0,Bronx,18,6/27/2022
221,356,1,19,0,Bronx,19,6/26/2022
260,347,1,21,3,Bronx,18,6/25/2022
373,343,1,24,0,Bronx,18,6/24/2022
374,338,1,18,2,Bronx,19,6/23/2022
473,331,1,23,1,Bronx,20,6/22/2022
471,317,1,13,2,Bronx,20,6/21/2022
319,298,1,18,1,Bronx,22,6/20/2022
157,317,1,12,0,Bronx,23,6/19/2022
237,316,1,18,2,Bronx,23,6/18/2022
334,310,1,33,2,Bronx,23,6/17/2022
324,308,2,21,1,Bronx,21,6/16/2022
380,306,2,28,0,Bronx,20,6/15/2022
333,300,2,23,2,Bronx,19,6/14/2022
451,306,2,23,1,Bronx,19,6/13/2022
154,302,2,18,1,Bronx,19,6/12/2022
196,305,2,15,3,Bronx,19,6/11/2022
316,304,2,19,3,Bronx,18,6/10/2022
314,309,1,15,1,Bronx,18,6/9/2022
335,318,1,21,2,Bronx,18,6/8/2022
378,341,1,24,1,Bronx,18,6/7/2022
423,360,2,22,1,Bronx,18,6/6/2022
172,330,2,19,1,Bronx,17,6/5/2022
193,331,2,8,4,Bronx,17,6/4/2022
345,330,1,15,0,Bronx,17,6/3/2022
378,334,1,20,1,Bronx,18,6/2/2022
500,341,1,19,2,Bronx,19,6/1/2022
512,334,1,22,2,Bronx,20,5/31/2022
207,335,1,19,1,Bronx,18,5/30/2022
179,385,1,14,1,Bronx,18,5/29/2022
192,389,1,12,1,Bronx,19,5/28/2022
370,402,1,22,0,Bronx,22,5/27/2022
427,411,2,24,1,Bronx,24,5/26/2022
452,419,2,25,2,Bronx,22,5/25/2022
517,433,1,11,2,Bronx,21,5/24/2022
556,427,1,20,1,Bronx,23,5/23/2022
209,427,1,16,0,Bronx,23,5/22/2022
286,426,1,36,3,Bronx,23,5/21/2022
429,419,1,36,2,Bronx,20,5/20/2022
486,415,1,11,1,Bronx,19,5/19/2022
549,408,1,15,0,Bronx,20,5/18/2022
474,391,1,28,1,Bronx,22,5/17/2022
554,377,1,16,2,Bronx,21,5/16/2022
204,365,1,21,1,Bronx,21,5/15/2022
234,358,0,16,2,Bronx,19,5/14/2022
401,347,0,23,0,Bronx,19,5/13/2022
439,330,1,23,1,Bronx,17,5/12/2022
433,321,0,27,0,Bronx,17,5/11/2022
375,306,0,20,0,Bronx,15,5/10/2022
472,299,1,15,0,Bronx,15,5/9/2022
150,274,1,8,0,Bronx,15,5/8/2022
162,271,1,15,0,Bronx,15,5/7/2022
279,267,1,10,3,Bronx,15,5/6/2022
375,260,1,24,0,Bronx,16,5/5/2022
326,241,1,11,0,Bronx,14,5/4/2022
329,237,1,19,2,Bronx,15,5/3/2022
295,227,1,15,0,Bronx,14,5/2/2022
130,227,1,9,1,Bronx,13,5/1/2022
135,224,1,14,1,Bronx,13,4/30/2022
228,222,1,19,1,Bronx,13,4/29/2022
246,213,0,10,1,Bronx,11,4/28/2022
298,203,0,16,1,Bronx,11,4/27/2022
258,188,0,17,1,Bronx,10,4/26/2022
293,177,0,5,0,Bronx,8,4/25/2022
112,162,0,8,0,Bronx,9,4/24/2022
116,157,0,14,0,Bronx,10,4/23/2022
170,157,0,8,0,Bronx,9,4/22/2022
177,153,0,11,1,Bronx,10,4/21/2022
193,155,0,7,0,Bronx,9,4/20/2022
180,156,0,6,0,Bronx,9,4/19/2022
186,160,1,10,0,Bronx,10,4/18/2022
80,165,1,12,1,Bronx,10,4/17/2022
116,163,1,9,0,Bronx,10,4/16/2022
137,157,1,13,1,Bronx,9,4/15/2022
192,156,1,7,0,Bronx,9,4/14/2022
201,149,1,8,1,Bronx,9,4/13/2022
206,142,1,11,1,Bronx,9,4/12/2022
222,134,1,10,0,Bronx,9,4/11/2022
69,129,1,10,3,Bronx,8,4/10/2022
69,126,1,6,0,Bronx,7,4/9/2022
135,127,1,11,0,Bronx,7,4/8/2022
144,123,1,8,0,Bronx,6,4/7/2022
149,117,1,6,1,Bronx,6,4/6/2022
148,112,1,9,0,Bronx,6,4/5/2022
186,107,1,3,1,Bronx,5,4/4/2022
54,98,1,7,2,Bronx,6,4/3/2022
70,97,1,5,0,Bronx,5,4/2/2022
112,94,1,5,1,Bronx,5,4/1/2022
97,92,1,5,1,Bronx,5,3/31/2022
119,93,1,9,0,Bronx,5,3/30/2022
110,88,2,2,2,Bronx,4,3/29/2022
124,85,1,6,1,Bronx,5,3/28/2022
48,82,1,4,1,Bronx,5,3/27/2022
49,80,1,4,2,Bronx,5,3/26/2022
94,76,1,5,3,Bronx,5,3/25/2022
104,72,0,2,1,Bronx,4,3/24/2022
85,66,0,6,1,Bronx,5,3/23/2022
92,64,0,6,0,Bronx,5,3/22/2022
105,60,1,6,0,Bronx,5,3/21/2022
28,55,2,3,0,Bronx,5,3/20/2022
26,56,2,4,0,Bronx,4,3/19/2022
63,55,2,4,1,Bronx,4,3/18/2022
66,54,2,5,0,Bronx,5,3/17/2022
70,52,3,5,2,Bronx,5,3/16/2022
61,48,3,8,6,Bronx,5,3/15/2022
69,47,2,3,3,Bronx,5,3/14/2022
35,42,2,2,1,Bronx,5,3/13/2022
21,41,2,4,2,Bronx,5,3/12/2022
59,42,2,5,1,Bronx,6,3/11/2022
49,40,2,7,3,Bronx,6,3/10/2022
42,40,2,8,2,Bronx,6,3/9/2022
52,41,2,5,1,Bronx,7,3/8/2022
38,41,2,3,1,Bronx,8,3/7/2022
23,44,3,5,2,Bronx,9,3/6/2022
29,45,2,7,5,Bronx,9,3/5/2022
45,45,2,8,2,Bronx,8,3/4/2022
51,43,2,9,0,Bronx,8,3/3/2022
47,47,3,11,2,Bronx,8,3/2/2022
56,50,3,11,4,Bronx,8,3/1/2022
57,51,2,9,3,Bronx,8,2/28/2022
27,50,2,5,1,Bronx,9,2/27/2022
32,52,3,5,0,Bronx,9,2/26/2022
32,54,4,4,4,Bronx,10,2/25/2022
77,59,4,11,4,Bronx,12,2/24/2022
68,60,4,13,3,Bronx,12,2/23/2022
66,63,5,11,2,Bronx,12,2/22/2022
47,66,5,11,3,Bronx,12,2/21/2022
45,73,5,11,3,Bronx,13,2/20/2022
40,74,6,11,6,Bronx,14,2/19/2022
70,78,6,15,4,Bronx,14,2/18/2022
81,87,7,10,7,Bronx,15,2/17/2022
89,94,6,12,7,Bronx,17,2/16/2022
91,104,7,14,2,Bronx,18,2/15/2022
96,119,7,18,3,Bronx,22,2/14/2022
54,132,8,15,12,Bronx,22,2/13/2022
68,134,7,15,7,Bronx,22,2/12/2022
132,141,8,22,10,Bronx,24,2/11/2022
128,148,8,20,4,Bronx,25,2/10/2022
158,166,10,25,8,Bronx,26,2/9/2022
195,180,10,36,8,Bronx,28,2/8/2022
190,193,11,21,5,Bronx,28,2/7/2022
70,257,12,17,9,Bronx,33,2/6/2022
117,266,13,30,14,Bronx,34,2/5/2022
176,260,13,25,11,Bronx,33,2/4/2022
253,278,13,31,12,Bronx,36,2/3/2022
261,305,13,39,12,Bronx,40,2/2/2022
282,342,15,32,12,Bronx,43,2/1/2022
638,385,16,58,13,Bronx,51,1/31/2022
138,410,17,23,16,Bronx,58,1/30/2022
69,441,17,23,13,Bronx,64,1/29/2022
307,497,16,48,15,Bronx,72,1/28/2022
443,562,17,56,13,Bronx,80,1/27/2022
518,635,18,62,24,Bronx,86,1/26/2022
581,740,17,86,19,Bronx,92,1/25/2022
817,888,18,111,16,Bronx,98,1/24/2022
351,941,19,60,18,Bronx,97,1/23/2022
465,1004,19,81,10,Bronx,103,1/22/2022
762,1064,20,101,19,Bronx,108,1/21/2022
952,1270,21,102,17,Bronx,118,1/20/2022
1253,1492,21,103,17,Bronx,127,1/19/2022
1615,1744,22,125,28,Bronx,136,1/18/2022
1187,1993,22,104,24,Bronx,145,1/17/2022
792,2466,21,102,20,Bronx,167,1/16/2022
887,2618,21,117,14,Bronx,176,1/15/2022
2206,2877,21,176,28,Bronx,189,1/14/2022
2505,3166,19,162,18,Bronx,193,1/13/2022
3016,3805,18,166,25,Bronx,210,1/12/2022
3356,4509,16,189,23,Bronx,228,1/11/2022
4497,5494,15,259,20,Bronx,247,1/10/2022
1857,6360,13,165,22,Bronx,260,1/9/2022
2700,6796,12,204,12,Bronx,287,1/8/2022
4233,6695,12,208,12,Bronx,288,1/7/2022
6973,6823,12,277,13,Bronx,282,1/6/2022
7950,7161,11,294,11,Bronx,286,1/5/2022
10250,7469,11,322,12,Bronx,282,1/4/2022
10556,7412,10,352,11,Bronx,265,1/3/2022
4913,7306,10,355,11,Bronx,254,1/2/2022
1989,7136,9,206,15,Bronx,229,1/1/2022
5130,7054,8,170,9,Bronx,220,12/31/2021
9337,6742,8,303,5,Bronx,216,12/30/2021
10111,6175,7,265,15,Bronx,199,12/29/2021
9848,5517,6,205,6,Bronx,187,12/28/2021
9814,4766,5,272,8,Bronx,172,12/27/2021
3720,3887,4,181,4,Bronx,145,12/26/2021
1419,3508,4,144,7,Bronx,132,12/25/2021
2944,3457,4,145,9,Bronx,119,12/24/2021
5370,3252,3,181,2,Bronx,110,12/23/2021
5507,2675,3,181,3,Bronx,98,12/22/2021
4590,2044,3,101,2,Bronx,79,12/21/2021
3656,1521,3,81,2,Bronx,70,12/20/2021
1072,1105,3,89,5,Bronx,64,12/19/2021
1060,988,3,54,2,Bronx,55,12/18/2021
1509,875,2,81,2,Bronx,51,12/17/2021
1329,709,2,96,2,Bronx,46,12/16/2021
1093,569,3,51,5,Bronx,37,12/15/2021
925,462,2,39,1,Bronx,33,12/14/2021
744,377,3,38,1,Bronx,32,12/13/2021
258,323,3,27,5,Bronx,30,12/12/2021
267,304,2,28,1,Bronx,28,12/11/2021
345,290,2,44,2,Bronx,27,12/10/2021
354,275,2,32,4,Bronx,24,12/9/2021
339,268,2,26,2,Bronx,21,12/8/2021
333,260,3,29,5,Bronx,20,12/7/2021
365,252,2,23,2,Bronx,19,12/6/2021
122,241,2,17,0,Bronx,17,12/5/2021
172,236,2,17,2,Bronx,16,12/4/2021
241,226,2,23,1,Bronx,15,12/3/2021
307,212,2,15,4,Bronx,13,12/2/2021
279,173,1,15,4,Bronx,13,12/1/2021
278,156,1,20,0,Bronx,13,11/30/2021
287,137,1,13,1,Bronx,12,11/29/2021
89,117,1,9,2,Bronx,11,11/28/2021
100,115,1,7,1,Bronx,11,11/27/2021
142,111,1,15,1,Bronx,11,11/26/2021
35,107,1,11,0,Bronx,9,11/25/2021
160,127,1,16,2,Bronx,10,11/24/2021
144,127,1,10,1,Bronx,9,11/23/2021
152,128,1,12,0,Bronx,9,11/22/2021
74,126,2,4,1,Bronx,8,11/21/2021
71,122,2,8,2,Bronx,8,11/20/2021
114,121,2,4,1,Bronx,7,11/19/2021
172,120,2,13,2,Bronx,8,11/18/2021
163,109,2,12,1,Bronx,7,11/17/2021
151,103,1,7,2,Bronx,7,11/16/2021
136,96,2,8,2,Bronx,7,11/15/2021
47,96,2,3,2,Bronx,8,11/14/2021
65,96,1,5,1,Bronx,8,11/13/2021
109,95,1,8,2,Bronx,9,11/12/2021
90,92,1,9,1,Bronx,9,11/11/2021
122,95,1,12,0,Bronx,9,11/10/2021
100,88,1,6,3,Bronx,9,11/9/2021
140,85,1,13,2,Bronx,9,11/8/2021
46,75,1,4,0,Bronx,9,11/7/2021
57,76,1,11,1,Bronx,9,11/6/2021
90,73,0,9,1,Bronx,8,11/5/2021
108,73,0,6,0,Bronx,8,11/4/2021
75,69,1,12,1,Bronx,8,11/3/2021
78,73,0,11,1,Bronx,7,11/2/2021
74,71,1,7,0,Bronx,7,11/1/2021
47,74,1,5,0,Bronx,6,10/31/2021
41,72,1,6,0,Bronx,7,10/30/2021
87,74,1,6,1,Bronx,7,10/29/2021
82,74,2,9,1,Bronx,8,10/28/2021
100,74,2,8,0,Bronx,7,10/27/2021
64,74,2,6,2,Bronx,7,10/26/2021
94,78,2,5,2,Bronx,8,10/25/2021
37,80,2,8,3,Bronx,9,10/24/2021
55,82,1,7,1,Bronx,8,10/23/2021
86,82,1,12,2,Bronx,9,10/22/2021
85,86,1,6,2,Bronx,8,10/21/2021
99,89,1,8,1,Bronx,9,10/20/2021
93,93,1,12,1,Bronx,10,10/19/2021
108,98,1,10,1,Bronx,9,10/18/2021
49,98,1,2,2,Bronx,9,10/17/2021
56,99,1,10,0,Bronx,10,10/16/2021
112,101,1,11,2,Bronx,11,10/15/2021
109,103,0,11,0,Bronx,11,10/14/2021
121,105,1,14,1,Bronx,11,10/13/2021
128,107,1,7,0,Bronx,11,10/12/2021
108,113,1,9,1,Bronx,11,10/11/2021
62,120,2,11,1,Bronx,12,10/10/2021
67,121,2,14,0,Bronx,12,10/9/2021
126,122,3,8,0,Bronx,13,10/8/2021
121,123,3,15,3,Bronx,14,10/7/2021
137,127,2,13,4,Bronx,14,10/6/2021
168,129,2,10,1,Bronx,14,10/5/2021
158,128,2,16,5,Bronx,15,10/4/2021
67,131,2,11,3,Bronx,15,10/3/2021
75,136,2,18,2,Bronx,15,10/2/2021
134,139,2,17,1,Bronx,14,10/1/2021
151,142,3,13,0,Bronx,13,9/30/2021
150,141,3,16,1,Bronx,13,9/29/2021
158,149,3,11,2,Bronx,14,9/28/2021
185,155,3,17,5,Bronx,15,9/27/2021
97,163,2,10,3,Bronx,16,9/26/2021
100,169,2,15,3,Bronx,16,9/25/2021
156,170,2,9,4,Bronx,16,9/24/2021
139,173,2,16,2,Bronx,17,9/23/2021
205,181,2,19,2,Bronx,17,9/22/2021
202,185,2,18,1,Bronx,17,9/21/2021
244,185,2,26,2,Bronx,16,9/20/2021
140,182,2,8,2,Bronx,14,9/19/2021
107,180,2,17,2,Bronx,15,9/18/2021
174,184,2,13,2,Bronx,14,9/17/2021
193,193,2,21,2,Bronx,16,9/16/2021
233,199,2,13,0,Bronx,19,9/15/2021
201,200,2,12,1,Bronx,20,9/14/2021
223,212,2,15,3,Bronx,21,9/13/2021
127,203,3,14,3,Bronx,21,9/12/2021
139,205,3,13,1,Bronx,22,9/11/2021
232,203,3,26,2,Bronx,23,9/10/2021
241,200,3,38,3,Bronx,22,9/9/2021
234,196,3,22,1,Bronx,21,9/8/2021
285,195,3,19,4,Bronx,22,9/7/2021
163,191,3,18,5,Bronx,23,9/6/2021
138,212,2,16,3,Bronx,25,9/5/2021
126,212,2,22,3,Bronx,27,9/4/2021
216,218,2,17,3,Bronx,25,9/3/2021
212,222,1,31,2,Bronx,27,9/2/2021
225,228,1,28,3,Bronx,26,9/1/2021
259,236,1,30,1,Bronx,26,8/31/2021
305,242,2,32,1,Bronx,24,8/30/2021
138,240,2,26,2,Bronx,24,8/29/2021
172,235,2,13,1,Bronx,24,8/28/2021
242,236,2,27,0,Bronx,26,8/27/2021
252,242,2,25,2,Bronx,27,8/26/2021
287,244,2,26,3,Bronx,26,8/25/2021
300,242,2,18,3,Bronx,26,8/24/2021
289,241,2,34,1,Bronx,28,8/23/2021
104,247,2,23,3,Bronx,27,8/22/2021
180,252,2,26,1,Bronx,26,8/21/2021
284,247,2,36,0,Bronx,24,8/20/2021
264,245,2,19,2,Bronx,24,8/19/2021
273,240,2,24,1,Bronx,24,8/18/2021
296,239,2,32,6,Bronx,24,8/17/2021
329,234,1,27,1,Bronx,25,8/16/2021
140,229,1,15,1,Bronx,25,8/15/2021
145,231,1,18,1,Bronx,26,8/14/2021
267,236,1,30,2,Bronx,26,8/13/2021
232,228,1,21,2,Bronx,24,8/12/2021
262,224,1,28,2,Bronx,24,8/11/2021
265,218,1,37,0,Bronx,22,8/10/2021
290,213,1,29,0,Bronx,19,8/9/2021
156,205,1,19,1,Bronx,16,8/8/2021
179,196,1,18,2,Bronx,15,8/7/2021
211,189,0,19,0,Bronx,14,8/6/2021
208,181,1,20,1,Bronx,14,8/5/2021
215,177,0,12,1,Bronx,12,8/4/2021
232,173,1,18,1,Bronx,12,8/3/2021
237,160,1,9,0,Bronx,12,8/2/2021
92,148,1,10,0,Bronx,12,8/1/2021
126,145,1,8,0,Bronx,12,7/31/2021
160,135,1,18,1,Bronx,11,7/30/2021
174,130,0,11,0,Bronx,10,7/29/2021
188,125,0,13,2,Bronx,11,7/28/2021
141,116,0,16,1,Bronx,10,7/27/2021
156,110,0,8,0,Bronx,9,7/26/2021
68,103,0,8,0,Bronx,9,7/25/2021
58,98,0,5,0,Bronx,9,7/24/2021
127,99,1,9,0,Bronx,10,7/23/2021
136,91,1,15,0,Bronx,9,7/22/2021
128,81,1,10,0,Bronx,7,7/21/2021
94,72,1,7,1,Bronx,8,7/20/2021
110,64,1,9,1,Bronx,7,7/19/2021
36,59,1,6,0,Bronx,7,7/18/2021
59,58,1,11,2,Bronx,7,7/17/2021
73,55,1,7,0,Bronx,6,7/16/2021
70,53,1,2,0,Bronx,6,7/15/2021
59,50,1,11,0,Bronx,6,7/14/2021
43,48,1,6,2,Bronx,5,7/13/2021
70,49,1,7,1,Bronx,5,7/12/2021
33,42,1,8,1,Bronx,4,7/11/2021
37,39,1,2,0,Bronx,3,7/10/2021
56,36,1,5,0,Bronx,3,7/9/2021
50,33,1,5,1,Bronx,3,7/8/2021
49,30,1,2,2,Bronx,3,7/7/2021
48,27,1,3,2,Bronx,3,7/6/2021
20,25,1,3,1,Bronx,3,7/5/2021
14,26,0,1,0,Bronx,3,7/4/2021
18,26,0,3,1,Bronx,3,7/3/2021
32,25,0,6,1,Bronx,3,7/2/2021
27,23,0,3,0,Bronx,3,7/1/2021
30,21,0,3,0,Bronx,3,6/30/2021
32,21,1,1,1,Bronx,3,6/29/2021
29,19,1,3,0,Bronx,3,6/28/2021
17,19,1,3,0,Bronx,4,6/27/2021
11,19,1,4,0,Bronx,4,6/26/2021
12,20,1,4,1,Bronx,4,6/25/2021
18,21,1,1,1,Bronx,3,6/24/2021
27,23,1,3,1,Bronx,5,6/23/2021
22,24,1,3,1,Bronx,5,6/22/2021
27,25,1,7,1,Bronx,6,6/21/2021
15,26,1,4,0,Bronx,6,6/20/2021
18,27,1,4,0,Bronx,6,6/19/2021
19,28,1,2,1,Bronx,6,6/18/2021
36,31,1,10,3,Bronx,7,6/17/2021
29,30,1,6,1,Bronx,6,6/16/2021
30,34,1,8,0,Bronx,6,6/15/2021
38,35,1,6,1,Bronx,7,6/14/2021
18,38,1,4,2,Bronx,7,6/13/2021
25,39,1,6,2,Bronx,8,6/12/2021
40,41,1,6,1,Bronx,7,6/11/2021
33,44,1,6,1,Bronx,7,6/10/2021
56,45,1,9,1,Bronx,6,6/9/2021
38,45,1,11,0,Bronx,6,6/8/2021
57,50,1,8,2,Bronx,5,6/7/2021
24,44,1,8,1,Bronx,5,6/6/2021
41,44,1,3,0,Bronx,5,6/5/2021
57,41,1,6,1,Bronx,5,6/4/2021
45,38,1,0,0,Bronx,5,6/3/2021
52,40,1,6,1,Bronx,7,6/2/2021
72,39,1,5,1,Bronx,6,6/1/2021
15,35,2,8,3,Bronx,6,5/31/2021
25,41,1,4,2,Bronx,6,5/30/2021
22,42,1,6,1,Bronx,6,5/29/2021
36,44,1,7,1,Bronx,6,5/28/2021
56,46,1,11,1,Bronx,7,5/27/2021
44,48,1,4,1,Bronx,7,5/26/2021
48,52,2,3,2,Bronx,8,5/25/2021
57,55,2,7,0,Bronx,9,5/24/2021
29,58,2,4,2,Bronx,10,5/23/2021
35,61,2,6,0,Bronx,10,5/22/2021
54,63,2,11,2,Bronx,10,5/21/2021
67,66,3,12,2,Bronx,11,5/20/2021
74,70,3,14,4,Bronx,11,5/19/2021
71,75,3,10,2,Bronx,10,5/18/2021
79,77,3,11,4,Bronx,11,5/17/2021
48,85,3,3,1,Bronx,12,5/16/2021
46,85,4,7,2,Bronx,12,5/15/2021
77,88,3,17,5,Bronx,13,5/14/2021
93,96,3,12,4,Bronx,12,5/13/2021
109,102,3,9,1,Bronx,12,5/12/2021
90,106,4,15,2,Bronx,13,5/11/2021
130,116,4,18,6,Bronx,13,5/10/2021
53,119,4,9,5,Bronx,12,5/9/2021
61,122,3,11,1,Bronx,13,5/8/2021
137,125,4,13,4,Bronx,14,5/7/2021
133,130,4,10,3,Bronx,14,5/6/2021
141,133,5,15,7,Bronx,16,5/5/2021
156,140,4,12,4,Bronx,16,5/4/2021
151,147,4,17,4,Bronx,17,5/3/2021
73,158,4,14,1,Bronx,19,5/2/2021
86,161,5,14,4,Bronx,20,5/1/2021
171,167,5,17,5,Bronx,21,4/30/2021
154,173,6,20,7,Bronx,22,4/29/2021
190,184,6,18,4,Bronx,25,4/28/2021
204,186,5,18,5,Bronx,25,4/27/2021
227,198,5,30,5,Bronx,26,4/26/2021
95,207,5,22,5,Bronx,26,4/25/2021
125,216,5,22,3,Bronx,27,4/24/2021
217,228,5,24,12,Bronx,27,4/23/2021
227,234,3,41,5,Bronx,29,4/22/2021
209,253,4,15,2,Bronx,29,4/21/2021
286,273,4,26,4,Bronx,32,4/20/2021
287,287,5,30,5,Bronx,33,4/19/2021
164,303,5,30,2,Bronx,34,4/18/2021
209,306,5,26,4,Bronx,34,4/17/2021
259,309,6,32,2,Bronx,35,4/16/2021
354,323,7,45,7,Bronx,37,4/15/2021
349,332,8,36,7,Bronx,36,4/14/2021
385,348,7,31,5,Bronx,37,4/13/2021
404,365,8,39,7,Bronx,41,4/12/2021
179,379,9,27,6,Bronx,42,4/11/2021
231,381,9,34,6,Bronx,44,4/10/2021
356,393,10,45,9,Bronx,45,4/9/2021
417,393,10,38,14,Bronx,44,4/8/2021
467,405,10,44,5,Bronx,45,4/7/2021
500,411,10,57,8,Bronx,46,4/6/2021
505,425,10,47,13,Bronx,47,4/5/2021
191,442,10,41,10,Bronx,48,4/4/2021
314,451,10,46,8,Bronx,47,4/3/2021
360,458,11,32,9,Bronx,48,4/2/2021
501,488,11,50,14,Bronx,52,4/1/2021
508,507,11,49,7,Bronx,53,3/31/2021
593,517,11,61,6,Bronx,55,3/30/2021
626,513,11,55,14,Bronx,54,3/29/2021
254,517,11,36,10,Bronx,54,3/28/2021
363,523,11,54,15,Bronx,54,3/27/2021
568,519,9,62,12,Bronx,54,3/26/2021
638,516,9,53,13,Bronx,53,3/25/2021
579,496,9,61,5,Bronx,54,3/24/2021
566,487,9,60,8,Bronx,52,3/23/2021
654,488,10,54,15,Bronx,49,3/22/2021
294,475,9,34,7,Bronx,51,3/21/2021
334,468,9,53,4,Bronx,52,3/20/2021
546,468,10,58,10,Bronx,50,3/19/2021
499,472,10,57,11,Bronx,50,3/18/2021
517,478,11,45,8,Bronx,50,3/17/2021
569,484,12,45,14,Bronx,51,3/16/2021
563,486,12,62,6,Bronx,54,3/15/2021
249,495,14,42,8,Bronx,54,3/14/2021
331,501,14,40,11,Bronx,55,3/13/2021
573,501,14,61,15,Bronx,56,3/12/2021
544,498,13,52,13,Bronx,56,3/11/2021
562,503,13,57,17,Bronx,59,3/10/2021
581,513,13,63,17,Bronx,61,3/9/2021
625,511,12,60,14,Bronx,60,3/8/2021
291,526,11,53,10,Bronx,62,3/7/2021
330,531,11,43,13,Bronx,62,3/6/2021
554,538,10,67,8,Bronx,63,3/5/2021
575,555,11,71,10,Bronx,61,3/4/2021
638,575,12,68,20,Bronx,61,3/3/2021
562,586,11,55,10,Bronx,62,3/2/2021
730,610,12,74,4,Bronx,64,3/1/2021
329,613,13,55,11,Bronx,65,2/28/2021
377,618,14,48,8,Bronx,65,2/27/2021
676,637,16,55,12,Bronx,69,2/26/2021
715,628,16,70,18,Bronx,71,2/25/2021
713,581,14,74,14,Bronx,69,2/24/2021
731,589,16,70,18,Bronx,67,2/23/2021
752,597,16,81,12,Bronx,69,2/22/2021
359,565,16,58,19,Bronx,67,2/21/2021
510,567,15,72,20,Bronx,67,2/20/2021
618,554,14,73,9,Bronx,67,2/19/2021
383,570,15,53,8,Bronx,68,2/18/2021
772,618,17,64,24,Bronx,70,2/17/2021
788,632,16,80,17,Bronx,72,2/16/2021
527,644,15,71,15,Bronx,75,2/15/2021
371,708,16,58,13,Bronx,79,2/14/2021
420,701,17,70,14,Bronx,82,2/13/2021
726,744,17,79,13,Bronx,84,2/12/2021
724,776,17,65,22,Bronx,87,2/11/2021
868,826,16,84,21,Bronx,90,2/10/2021
874,858,16,96,10,Bronx,92,2/9/2021
972,795,16,98,19,Bronx,91,2/8/2021
324,680,15,84,20,Bronx,89,2/7/2021
719,712,13,81,12,Bronx,86,2/6/2021
953,689,13,101,13,Bronx,83,2/5/2021
1069,658,14,87,20,Bronx,80,2/4/2021
1093,643,14,96,15,Bronx,83,2/3/2021
434,628,14,89,13,Bronx,82,2/2/2021
169,710,13,84,12,Bronx,81,2/1/2021
548,854,13,63,7,Bronx,84,1/31/2021
557,848,13,59,14,Bronx,86,1/30/2021
733,866,13,84,19,Bronx,88,1/29/2021
966,913,12,106,20,Bronx,90,1/28/2021
991,912,10,88,11,Bronx,87,1/27/2021
1005,919,10,83,9,Bronx,87,1/26/2021
1176,930,10,102,10,Bronx,85,1/25/2021
507,872,11,77,9,Bronx,85,1/24/2021
682,871,11,75,12,Bronx,84,1/23/2021
1062,860,11,99,11,Bronx,83,1/22/2021
962,842,11,87,11,Bronx,79,1/21/2021
1038,847,10,84,6,Bronx,78,1/20/2021
1085,848,10,73,11,Bronx,80,1/19/2021
768,835,9,98,17,Bronx,82,1/18/2021
501,889,8,70,7,Bronx,80,1/17/2021
607,883,8,69,12,Bronx,78,1/16/2021
933,893,9,73,12,Bronx,77,1/15/2021
995,900,9,79,6,Bronx,75,1/14/2021
1044,898,8,95,4,Bronx,73,1/13/2021
999,908,9,89,8,Bronx,70,1/12/2021
1141,931,10,88,8,Bronx,67,1/11/2021
462,948,10,52,9,Bronx,64,1/10/2021
677,955,10,61,16,Bronx,64,1/9/2021
983,962,10,63,9,Bronx,64,1/8/2021
982,851,10,65,4,Bronx,63,1/7/2021
1109,805,10,71,12,Bronx,62,1/6/2021
1166,785,8,72,12,Bronx,61,1/5/2021
1257,760,8,65,9,Bronx,60,1/4/2021
512,727,8,53,8,Bronx,60,1/3/2021
723,722,7,56,13,Bronx,58,1/2/2021
206,695,7,60,9,Bronx,56,1/1/2021
665,688,6,55,4,Bronx,53,12/31/2020
967,665,6,69,4,Bronx,52,12/30/2020
993,618,7,63,9,Bronx,50,12/29/2020
1020,580,7,66,8,Bronx,48,12/28/2020
480,537,6,34,4,Bronx,48,12/27/2020
537,510,6,43,8,Bronx,49,12/26/2020
154,491,6,43,6,Bronx,50,12/25/2020
503,558,6,49,6,Bronx,53,12/24/2020
636,524,6,49,7,Bronx,53,12/23/2020
732,496,6,54,8,Bronx,53,12/22/2020
716,482,5,64,5,Bronx,51,12/21/2020
292,468,5,42,4,Bronx,49,12/20/2020
405,471,5,47,5,Bronx,49,12/19/2020
619,469,5,67,7,Bronx,48,12/18/2020
266,452,5,48,7,Bronx,47,12/17/2020
445,495,5,47,8,Bronx,46,12/16/2020
634,507,4,41,2,Bronx,48,12/15/2020
614,488,4,52,4,Bronx,48,12/14/2020
311,479,4,41,4,Bronx,47,12/13/2020
392,470,4,39,5,Bronx,46,12/12/2020
501,461,4,58,3,Bronx,45,12/11/2020
571,469,4,44,7,Bronx,42,12/10/2020
528,463,3,59,4,Bronx,43,12/9/2020
496,464,3,42,4,Bronx,38,12/8/2020
554,478,3,46,2,Bronx,38,12/7/2020
250,464,3,36,2,Bronx,37,12/6/2020
325,463,3,32,3,Bronx,37,12/5/2020
562,464,3,36,5,Bronx,35,12/4/2020
523,439,3,47,0,Bronx,33,12/3/2020
540,384,3,26,5,Bronx,30,12/2/2020
589,368,2,44,1,Bronx,30,12/1/2020
460,337,3,41,5,Bronx,27,11/30/2020
